ln_fn_by,ln_fn_dob,patient_last_name,patient_first_name,patient_dob,patient_birth_year,estimated_dob,estimated_birth_year,combined_dob,combined_birth_year
GUTIERREZ RUBEN 1976,GUTIERREZ RUBEN 1976-02-16,GUTIERREZ,RUBEN,1976-02-16,1976,1976-10-11,1976,1976-02-16,1976
GUTIERREZ MATILDE 1942,GUTIERREZ MATILDE 1942-03-14,GUTIERREZ,MATILDE,1942-03-14,1942,1942-12-31,1942,1942-03-14,1942
GUTIERREZ VERONICA 1991,GUTIERREZ VERONICA 1991-08-26,GUTIERREZ,VERONICA,1991-08-26,1991,1991-10-31,1991,1991-08-26,1991
GUTIERREZ ENRIQUETA 1941,GUTIERREZ ENRIQUETA 1941-05-01,GUTIERREZ,ENRIQUETA,1941-05-01,1941,1941-10-18,1941,1941-05-01,1941
GUY LANIER 1979,GUY LANIER 1979-06-02,GUY,LANIER,1979-06-02,1979,1979-08-18,1979,1979-06-02,1979
GUY LENEER 1979,GUY LENEER 1979-06-02,GUY,LENEER,1979-06-02,1979,1980-05-11,1980,1979-06-02,1979
GUY LANIER 1979,GUY LANIER 1979-06-02,GUY,LANIER,1979-06-02,1979,1979-08-24,1979,1979-06-02,1979
GUY LANIER 1979,GUY LANIER 1979-06-02,GUY,LANIER,1979-06-02,1979,1980-04-20,1980,1979-06-02,1979
GUY LYNN 1981,GUY LYNN 1981-12-10,GUY,LYNN,1981-12-10,1981,1982-12-02,1982,1981-12-10,1981
GUY LENEER 1979,GUY LENEER 1979-06-02,GUY,LENEER,1979-06-02,1979,1980-05-06,1980,1979-06-02,1979
GUYON LEO 1938,GUYON LEO 1938-10-30,GUYON,LEO,1938-10-30,1938,1939-11-17,1939,1938-10-30,1938
GUYON LEO 1938,GUYON LEO 1938-10-30,GUYON,LEO,1938-10-30,1938,1939-03-22,1939,1938-10-30,1938
GUYON LEO 1938,GUYON LEO 1938-10-30,GUYON,LEO,1938-10-30,1938,1939-10-12,1939,1938-10-30,1938
GUYTON RICHARD 1940,GUYTON RICHARD 1940-10-30,GUYTON,RICHARD,1940-10-30,1940,1940-12-03,1940,1940-10-30,1940
GUYTON RUSSELL 1975,GUYTON RUSSELL 1975-11-17,GUYTON,RUSSELL,1975-11-17,1975,1976-06-09,1976,1975-11-17,1975
GUZMAN KAREN 2002,GUZMAN KAREN 2002-08-16,GUZMAN,KAREN,2002-08-16,2002,2003-05-08,2003,2002-08-16,2002
GUZMAN REYNALDO 2000,GUZMAN REYNALDO 2000-07-21,GUZMAN,REYNALDO,2000-07-21,2000,2000-09-09,2000,2000-07-21,2000
GUZZI CHRIS 1972,GUZZI CHRIS 1972-02-05,GUZZI,CHRIS,1972-02-05,1972,1972-05-21,1972,1972-02-05,1972
GWYNN KEISHA 1970,GWYNN KEISHA 1970-07-03,GWYNN,KEISHA,1970-07-03,1970,1970-07-29,1970,1970-07-03,1970
H TAYLOR JR LONNIE 1949,H TAYLOR JR LONNIE 1949-08-12,H TAYLOR JR,LONNIE,1949-08-12,1949,1949-11-26,1949,1949-08-12,1949
HAAS JEAN 1948,HAAS JEAN 1948-11-20,HAAS,JEAN,1948-11-20,1948,1949-10-08,1949,1948-11-20,1948
HAAS LOGAN 1990,HAAS LOGAN 1990-11-22,HAAS,LOGAN,1990-11-22,1990,1991-04-15,1991,1990-11-22,1990
HABEEBULLAH RAMIJIMAR 1948,HABEEBULLAH RAMIJIMAR 1948-07-15,HABEEBULLAH,RAMIJIMAR,1948-07-15,1948,1949-01-31,1949,1948-07-15,1948
HABEEB-ULLAH RAMIJIMAR 1948,HABEEB-ULLAH RAMIJIMAR 1948-07-14,HABEEB-ULLAH,RAMIJIMAR,1948-07-14,1948,1949-04-22,1949,1948-07-14,1948
HABERLE RAY 1953,HABERLE RAY 1953-05-02,HABERLE,RAY,1953-05-02,1953,1954-03-05,1954,1953-05-02,1953
HABERMAN HEIDI 1972,HABERMAN HEIDI 1972-02-13,HABERMAN,HEIDI,1972-02-13,1972,1973-01-09,1973,1972-02-13,1972
HACH DEBORAH 1958,HACH DEBORAH 1958-12-06,HACH,DEBORAH,1958-12-06,1958,1959-01-17,1959,1958-12-06,1958
HACH DEBORAH 1958,HACH DEBORAH 1958-12-06,HACH,DEBORAH,1958-12-06,1958,1959-05-13,1959,1958-12-06,1958
HACH DEBORAH 1958,HACH DEBORAH 1958-12-06,HACH,DEBORAH,1958-12-06,1958,1959-08-18,1959,1958-12-06,1958
HACKNEY RONALD 1963,HACKNEY RONALD 1963-08-23,HACKNEY,RONALD,1963-08-23,1963,1963-11-02,1963,1963-08-23,1963
HACKNEY ARTHUR 1949,HACKNEY ARTHUR 1949-07-02,HACKNEY,ARTHUR,1949-07-02,1949,1950-01-05,1950,1949-07-02,1949
HACKNEY GLADYS 1931,HACKNEY GLADYS 1931-10-31,HACKNEY,GLADYS,1931-10-31,1931,1932-06-28,1932,1931-10-31,1931
HACKNEY APRIL 1983,HACKNEY APRIL 1983-05-07,HACKNEY,APRIL,1983-05-07,1983,1983-10-19,1983,1983-05-07,1983
HACKNEY AURTHUR 1949,HACKNEY AURTHUR 1949-07-02,HACKNEY,AURTHUR,1949-07-02,1949,1950-02-19,1950,1949-07-02,1949
HADAWAY DEBORAH 1950,HADAWAY DEBORAH 1950-08-06,HADAWAY,DEBORAH,1950-08-06,1950,1951-01-09,1951,1950-08-06,1950
HADDEN BRITTENY 1987,HADDEN BRITTENY 1987-11-06,HADDEN,BRITTENY,1987-11-06,1987,1988-08-21,1988,1987-11-06,1987
HADDOCK BRIAN 1948,HADDOCK BRIAN 1948-02-07,HADDOCK,BRIAN,1948-02-07,1948,1948-07-04,1948,1948-02-07,1948
HADDON CHRISTOPHER 2001,HADDON CHRISTOPHER 2001-09-09,HADDON,CHRISTOPHER,2001-09-09,2001,2001-09-17,2001,2001-09-09,2001
HADDON SALLY 1930,HADDON SALLY 1930-05-13,HADDON,SALLY,1930-05-13,1930,1930-08-08,1930,1930-05-13,1930
HADDON CHRISTOPHER 2003,HADDON CHRISTOPHER 2003-08-08,HADDON,CHRISTOPHER,2003-08-08,2003,2003-09-13,2003,2003-08-08,2003
HADDON CHRISTOPHER 2003,HADDON CHRISTOPHER 2003-08-08,HADDON,CHRISTOPHER,2003-08-08,2003,2004-06-08,2004,2003-08-08,2003
HADDON SALLY 1930,HADDON SALLY 1930-05-13,HADDON,SALLY,1930-05-13,1930,1931-05-24,1931,1930-05-13,1930
HADIAN JAMAL 2008,HADIAN JAMAL 2008-08-15,HADIAN,JAMAL,2008-08-15,2008,2009-06-29,2009,2008-08-15,2008
HADLEY TY-MYAHYA 2005,HADLEY TY-MYAHYA 2005-10-11,HADLEY,TY-MYAHYA,2005-10-11,2005,2006-09-04,2006,2005-10-11,2005
HAGADONE MILES 2001,HAGADONE MILES 2001-08-30,HAGADONE,MILES,2001-08-30,2001,2001-09-09,2001,2001-08-30,2001
HAGAN JOLENE 1944,HAGAN JOLENE 1944-02-06,HAGAN,JOLENE,1944-02-06,1944,1944-04-22,1944,1944-02-06,1944
HAGAN RAYMOND 1943,HAGAN RAYMOND 1943-12-29,HAGAN,RAYMOND,1943-12-29,1943,1944-08-31,1944,1943-12-29,1943
HAGGERTY JANIS 1953,HAGGERTY JANIS 1953-08-18,HAGGERTY,JANIS,1953-08-18,1953,1953-09-13,1953,1953-08-18,1953
HAGGERTY JANIS 1953,HAGGERTY JANIS 1953-08-18,HAGGERTY,JANIS,1953-08-18,1953,1954-02-10,1954,1953-08-18,1953
HAGLER RYLI 2001,HAGLER RYLI 2001-12-01,HAGLER,RYLI,2001-12-01,2001,2002-08-02,2002,2001-12-01,2001
HAGUE MORGAN 1995,HAGUE MORGAN 1995-03-28,HAGUE,MORGAN,1995-03-28,1995,1995-05-23,1995,1995-03-28,1995
HAHM JINNY 1940,HAHM JINNY 1940-10-08,HAHM,JINNY,1940-10-08,1940,1940-11-15,1940,1940-10-08,1940
HAIDER LINDA 1955,HAIDER LINDA 1955-06-23,HAIDER,LINDA,1955-06-23,1955,1956-05-12,1956,1955-06-23,1955
HAIGHT GRETCHEN 1961,HAIGHT GRETCHEN 1961-10-21,HAIGHT,GRETCHEN,1961-10-21,1961,1962-09-25,1962,1961-10-21,1961
HAILE STEWART 1942,HAILE STEWART 1942-04-01,HAILE,STEWART,1942-04-01,1942,1943-02-01,1943,1942-04-01,1942
HAINES PAULETTE 1939,HAINES PAULETTE 1939-05-31,HAINES,PAULETTE,1939-05-31,1939,1939-10-07,1939,1939-05-31,1939
HAINES TODD 1965,HAINES TODD 1965-11-26,HAINES,TODD,1965-11-26,1965,1966-10-01,1966,1965-11-26,1965
HAINEY GABRIELLE 1994,HAINEY GABRIELLE 1994-05-10,HAINEY,GABRIELLE,1994-05-10,1994,1994-09-25,1994,1994-05-10,1994
HAIR CHARLES 1993,HAIR CHARLES 1993-04-11,HAIR,CHARLES,1993-04-11,1993,1993-09-06,1993,1993-04-11,1993
HAIR CHASE 1993,HAIR CHASE 1993-04-11,HAIR,CHASE,1993-04-11,1993,1993-05-07,1993,1993-04-11,1993
HAIRE BARBARA 1930,HAIRE BARBARA 1930-10-27,HAIRE,BARBARA,1930-10-27,1930,1931-07-06,1931,1930-10-27,1930
HAIRE TYLER 1989,HAIRE TYLER 1989-11-24,HAIRE,TYLER,1989-11-24,1989,1990-10-31,1990,1989-11-24,1989
HAIRE ROBYN 1968,HAIRE ROBYN 1968-06-24,HAIRE,ROBYN,1968-06-24,1968,1969-05-24,1969,1968-06-24,1968
HAIRSRON WILLIAM 1960,HAIRSRON WILLIAM 1960-01-07,HAIRSRON,WILLIAM,1960-01-07,1960,1960-08-18,1960,1960-01-07,1960
HAKAMIOUN NARGES 1978,HAKAMIOUN NARGES 1978-05-31,HAKAMIOUN,NARGES,1978-05-31,1978,1979-02-07,1979,1978-05-31,1978
HAKIM LISA 1989,HAKIM LISA 1989-05-05,HAKIM,LISA,1989-05-05,1989,1989-09-16,1989,1989-05-05,1989
HAKIN JALEIN 1997,HAKIN JALEIN 1997-12-17,HAKIN,JALEIN,1997-12-17,1997,1998-06-25,1998,1997-12-17,1997
HALBERT SAMUEL 1950,HALBERT SAMUEL 1950-02-15,HALBERT,SAMUEL,1950-02-15,1950,1950-08-13,1950,1950-02-15,1950
HALE SOPHIE 2002,HALE SOPHIE 2002-01-17,HALE,SOPHIE,2002-01-17,2002,2002-09-29,2002,2002-01-17,2002
HALE DANIEL 1948,HALE DANIEL 1948-11-03,HALE,DANIEL,1948-11-03,1948,1949-08-05,1949,1948-11-03,1948
HALE GARY 1956,HALE GARY 1956-12-19,HALE,GARY,1956-12-19,1956,1957-11-11,1957,1956-12-19,1956
HALE ERNEST 1946,HALE ERNEST 1946-10-23,HALE,ERNEST,1946-10-23,1946,1947-02-16,1947,1946-10-23,1946
HALE PATRICK 1991,HALE PATRICK 1991-10-30,HALE,PATRICK,1991-10-30,1991,1992-06-01,1992,1991-10-30,1991
HALE HISAKO 1948,HALE HISAKO 1948-08-09,HALE,HISAKO,1948-08-09,1948,1948-10-30,1948,1948-08-09,1948
HALE PEGGY 1934,HALE PEGGY 1934-12-08,HALE,PEGGY,1934-12-08,1934,1935-03-27,1935,1934-12-08,1934
HALES EDNA 1937,HALES EDNA 1937-05-10,HALES,EDNA,1937-05-10,1937,1938-05-07,1938,1937-05-10,1937
HALEY TAYLOR 2004,HALEY TAYLOR 2004-07-20,HALEY,TAYLOR,2004-07-20,2004,2005-04-18,2005,2004-07-20,2004
HALFORD PATSY 1949,HALFORD PATSY 1949-04-27,HALFORD,PATSY,1949-04-27,1949,1949-09-07,1949,1949-04-27,1949
HALIM RICKY 1967,HALIM RICKY 1967-05-27,HALIM,RICKY,1967-05-27,1967,1967-12-05,1967,1967-05-27,1967
HALL ANGEL 1981,HALL ANGEL 1981-10-09,HALL,ANGEL,1981-10-09,1981,1982-03-18,1982,1981-10-09,1981
HALL BENJAMIN 2005,HALL BENJAMIN 2005-02-19,HALL,BENJAMIN,2005-02-19,2005,2005-11-22,2005,2005-02-19,2005
HALL DERRICK 1973,HALL DERRICK 1973-07-31,HALL,DERRICK,1973-07-31,1973,1973-09-20,1973,1973-07-31,1973
HALL ELIZABETH 1947,HALL ELIZABETH 1947-03-01,HALL,ELIZABETH,1947-03-01,1947,1947-12-01,1947,1947-03-01,1947
HALL ERNEST 1933,HALL ERNEST 1933-12-27,HALL,ERNEST,1933-12-27,1933,1934-10-15,1934,1933-12-27,1933
HALL GREGORY 1952,HALL GREGORY 1952-12-07,HALL,GREGORY,1952-12-07,1952,1953-09-11,1953,1952-12-07,1952
HALL JAMES 1952,HALL JAMES 1952-08-09,HALL,JAMES,1952-08-09,1952,1953-05-07,1953,1952-08-09,1952
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-01-20,1979,1978-12-03,1978
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-02-18,1979,1978-12-03,1978
HALL PAYNE 1991,HALL PAYNE 1991-03-06,HALL,PAYNE,1991-03-06,1991,1991-06-24,1991,1991-03-06,1991
HALL RICHARD 1966,HALL RICHARD 1966-04-09,HALL,RICHARD,1966-04-09,1966,1966-12-15,1966,1966-04-09,1966
HALL RUTH 1942,HALL RUTH 1942-03-09,HALL,RUTH,1942-03-09,1942,1942-07-16,1942,1942-03-09,1942
HALL SHELBY 1993,HALL SHELBY 1993-03-07,HALL,SHELBY,1993-03-07,1993,1993-05-28,1993,1993-03-07,1993
HALL THERESA 1951,HALL THERESA 1951-03-20,HALL,THERESA,1951-03-20,1951,1952-01-20,1952,1951-03-20,1951
HALL DEBORAH 1963,HALL DEBORAH 1963-09-14,HALL,DEBORAH,1963-09-14,1963,1964-02-12,1964,1963-09-14,1963
HALL ELLEN 1978,HALL ELLEN 1978-03-30,HALL,ELLEN,1978-03-30,1978,1978-07-01,1978,1978-03-30,1978
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-06-02,1979,1978-12-03,1978
HALL JUDITH 1949,HALL JUDITH 1949-07-01,HALL,JUDITH,1949-07-01,1949,1950-05-07,1950,1949-07-01,1949
HALL JULIAN 1944,HALL JULIAN 1944-09-19,HALL,JULIAN,1944-09-19,1944,1945-01-06,1945,1944-09-19,1944
HALL MARY 1945,HALL MARY 1945-01-09,HALL,MARY,1945-01-09,1945,1945-05-22,1945,1945-01-09,1945
HALL MARY 1945,HALL MARY 1945-01-09,HALL,MARY,1945-01-09,1945,1946-01-24,1946,1945-01-09,1945
HALL NIGEL 1997,HALL NIGEL 1997-10-13,HALL,NIGEL,1997-10-13,1997,1997-12-04,1997,1997-10-13,1997
HALL PAYNE 1991,HALL PAYNE 1991-03-06,HALL,PAYNE,1991-03-06,1991,1992-02-07,1992,1991-03-06,1991
HALL PORSHA 1992,HALL PORSHA 1992-10-25,HALL,PORSHA,1992-10-25,1992,1992-11-06,1992,1992-10-25,1992
HALL RHUNDA 1973,HALL RHUNDA 1973-01-12,HALL,RHUNDA,1973-01-12,1973,1973-03-27,1973,1973-01-12,1973
HALL RICHARD 1997,HALL RICHARD 1997-05-19,HALL,RICHARD,1997-05-19,1997,1997-06-05,1997,1997-05-19,1997
HALL SHIRLEY 1933,HALL SHIRLEY 1933-10-23,HALL,SHIRLEY,NULL,NULL,1933-10-23,1933,1933-10-23,1933
HALL STEPHEN 1987,HALL STEPHEN 1987-01-16,HALL,STEPHEN,1987-01-16,1987,1987-07-15,1987,1987-01-16,1987
HALL TOMMIE 1954,HALL TOMMIE 1954-11-08,HALL,TOMMIE,1954-11-08,1954,1955-10-26,1955,1954-11-08,1954
HALL TROY 1980,HALL TROY 1980-12-28,HALL,TROY,1980-12-28,1980,1981-04-30,1981,1980-12-28,1980
HALL VERITABLE 1972,HALL VERITABLE 1972-11-30,HALL,VERITABLE,1972-11-30,1972,1973-10-18,1973,1972-11-30,1972
HALL ALICIA 1984,HALL ALICIA 1984-03-05,HALL,ALICIA,1984-03-05,1984,1985-01-20,1985,1984-03-05,1984
HALL ANNA 1947,HALL ANNA 1947-07-24,HALL,ANNA,1947-07-24,1947,1948-08-04,1948,1947-07-24,1947
HALL AUDRY 2020,HALL AUDRY 2020-05-18,HALL,AUDRY,2020-05-18,2020,2020-05-25,2020,2020-05-18,2020
HALL DIAKIETHIA 1973,HALL DIAKIETHIA 1973-12-07,HALL,DIAKIETHIA,1973-12-07,1973,1974-06-02,1974,1973-12-07,1973
HALL LORETTA 1950,HALL LORETTA 1950-04-02,HALL,LORETTA,1950-04-02,1950,1950-12-23,1950,1950-04-02,1950
HALL MARY 2002,HALL MARY 2002-01-13,HALL,MARY,2002-01-13,2002,2002-05-30,2002,2002-01-13,2002
HALL MELISSA 1967,HALL MELISSA 1967-11-16,HALL,MELISSA,1967-11-16,1967,1968-09-26,1968,1967-11-16,1967
HALL RICHARD 1971,HALL RICHARD 1971-02-04,HALL,RICHARD,1971-02-04,1971,1971-08-27,1971,1971-02-04,1971
HALL ROBERT 1974,HALL ROBERT 1974-02-01,HALL,ROBERT,1974-02-01,1974,1975-02-07,1975,1974-02-01,1974
HALL SID 1937,HALL SID 1937-11-06,HALL,SID,1937-11-06,1937,1938-01-20,1938,1937-11-06,1937
HALL SUSAN 1945,HALL SUSAN 1945-01-09,HALL,SUSAN,1945-01-09,1945,1945-11-09,1945,1945-01-09,1945
HALL CHANETA 1959,HALL CHANETA 1959-09-03,HALL,CHANETA,1959-09-03,1959,1960-03-19,1960,1959-09-03,1959
HALL JASMINE 2001,HALL JASMINE 2001-01-15,HALL,JASMINE,2001-01-15,2001,2001-03-16,2001,2001-01-15,2001
HALL JENNIFER 1984,HALL JENNIFER 1984-09-13,HALL,JENNIFER,1984-09-13,1984,1985-05-02,1985,1984-09-13,1984
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-03-27,1979,1978-12-03,1978
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-04-06,1979,1978-12-03,1978
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-04-28,1979,1978-12-03,1978
HALL JESSICA 1978,HALL JESSICA 1978-12-03,HALL,JESSICA,1978-12-03,1978,1979-11-20,1979,1978-12-03,1978
HALL LARRY 1939,HALL LARRY 1939-01-01,HALL,LARRY,1939-01-01,1939,1939-01-27,1939,1939-01-01,1939
HALL MATTIE 1931,HALL MATTIE 1931-09-18,HALL,MATTIE,1931-09-18,1931,1932-01-06,1932,1931-09-18,1931
HALL MCKENSIE 2000,HALL MCKENSIE 2000-08-30,HALL,MCKENSIE,2000-08-30,2000,2000-09-09,2000,2000-08-30,2000
HALL PATRICIA 1950,HALL PATRICIA 1950-09-30,HALL,PATRICIA,1950-09-30,1950,1951-07-24,1951,1950-09-30,1950
HALL SARAH 1962,HALL SARAH 1962-09-29,HALL,SARAH,1962-09-29,1962,1963-07-21,1963,1962-09-29,1962
HALL SHAWN 1963,HALL SHAWN 1963-02-19,HALL,SHAWN,1963-02-19,1963,1964-02-29,1964,1963-02-19,1963
HALL SHIRLEY 1939,HALL SHIRLEY 1939-06-05,HALL,SHIRLEY,1939-06-05,1939,1939-06-29,1939,1939-06-05,1939
HALLEY MORRIS 1941,HALLEY MORRIS 1941-07-07,HALLEY,MORRIS,1941-07-07,1941,1941-10-22,1941,1941-07-07,1941
HALLEY MORRIS 1941,HALLEY MORRIS 1941-07-07,HALLEY,MORRIS,1941-07-07,1941,1941-10-05,1941,1941-07-07,1941
HALLINAN JEAN 1936,HALLINAN JEAN 1936-04-13,HALLINAN,JEAN,1936-04-13,1936,1937-04-07,1937,1936-04-13,1936
HALLMAN RICHARD 1966,HALLMAN RICHARD 1966-08-29,HALLMAN,RICHARD,1966-08-29,1966,1967-09-03,1967,1966-08-29,1966
HALLMARK LIBERTY 1977,HALLMARK LIBERTY 1977-01-16,HALLMARK,LIBERTY,1977-01-16,1977,1977-12-24,1977,1977-01-16,1977
HALLORAN ANDREW 1973,HALLORAN ANDREW 1973-02-05,HALLORAN,ANDREW,1973-02-05,1973,1973-12-07,1973,1973-02-05,1973
HALLORAN DANA 1954,HALLORAN DANA 1954-06-30,HALLORAN,DANA,1954-06-30,1954,1955-04-19,1955,1954-06-30,1954
HALLOWAY VAN 1962,HALLOWAY VAN 1962-10-24,HALLOWAY,VAN,1962-10-24,1962,1963-09-28,1963,1962-10-24,1962
HALLRAN PATRICE 1954,HALLRAN PATRICE 1954-06-30,HALLRAN,PATRICE,1954-06-30,1954,1954-07-21,1954,1954-06-30,1954
HALLSTROM NICK 1979,HALLSTROM NICK 1979-08-03,HALLSTROM,NICK,1979-08-03,1979,1979-08-31,1979,1979-08-03,1979
HALPAUS HANNAH 2005,HALPAUS HANNAH 2005-02-11,HALPAUS,HANNAH,2005-02-11,2005,2005-04-26,2005,2005-02-11,2005
HALUSIC GAVIN 2009,HALUSIC GAVIN 2009-01-23,HALUSIC,GAVIN,2009-01-23,2009,2009-12-12,2009,2009-01-23,2009
HALVERSON JIM 1948,HALVERSON JIM 1948-06-17,HALVERSON,JIM,1948-06-17,1948,1949-01-21,1949,1948-06-17,1948
HAM TONY 1952,HAM TONY 1952-02-08,HAM,TONY,1952-02-08,1952,1952-03-24,1952,1952-02-08,1952
HAMB ADRIAN 2018,HAMB ADRIAN 2018-09-08,HAMB,ADRIAN,2018-09-08,2018,2019-02-25,2019,2018-09-08,2018
HAMBLETON ZOE 1992,HAMBLETON ZOE 1992-03-11,HAMBLETON,ZOE,1992-03-11,1992,1992-08-13,1992,1992-03-11,1992
HAMBLETON JULIE 1970,HAMBLETON JULIE 1970-01-20,HAMBLETON,JULIE,1970-01-20,1970,1970-10-10,1970,1970-01-20,1970
HAMBLETON JULIE 1970,HAMBLETON JULIE 1970-01-20,HAMBLETON,JULIE,1970-01-20,1970,1970-08-28,1970,1970-01-20,1970
HAMBLETON JULIE 1970,HAMBLETON JULIE 1970-01-20,HAMBLETON,JULIE,1970-01-20,1970,1970-12-12,1970,1970-01-20,1970
HAMBRICK KELVIN 1983,HAMBRICK KELVIN 1983-01-03,HAMBRICK,KELVIN,1983-01-03,1983,1983-03-17,1983,1983-01-03,1983
HAMBRIDGE MOYA 1943,HAMBRIDGE MOYA 1943-08-05,HAMBRIDGE,MOYA,1943-08-05,1943,1943-10-16,1943,1943-08-05,1943
HAMBY MELANIE 1977,HAMBY MELANIE 1977-08-16,HAMBY,MELANIE,1977-08-16,1977,1978-01-22,1978,1977-08-16,1977
HAMBY VESTA 1926,HAMBY VESTA 1926-10-26,HAMBY,VESTA,1926-10-26,1926,1927-07-09,1927,1926-10-26,1926
HAMBY ASHLEY 1997,HAMBY ASHLEY 1997-05-08,HAMBY,ASHLEY,1997-05-08,1997,1997-06-23,1997,1997-05-08,1997
HAMBY BETTY 1931,HAMBY BETTY 1931-03-23,HAMBY,BETTY,1931-03-23,1931,1931-06-08,1931,1931-03-23,1931
HAMBY GARY 1955,HAMBY GARY 1955-10-03,HAMBY,GARY,1955-10-03,1955,1956-07-18,1956,1955-10-03,1955
HAMBY VESTA 1926,HAMBY VESTA 1926-10-26,HAMBY,VESTA,1926-10-26,1926,1927-03-26,1927,1926-10-26,1926
HAMES SHANNON 1969,HAMES SHANNON 1969-03-22,HAMES,SHANNON,1969-03-22,1969,1969-05-03,1969,1969-03-22,1969
HAMES CLYDE 1971,HAMES CLYDE 1971-08-22,HAMES,CLYDE,1971-08-22,1971,1972-08-21,1972,1971-08-22,1971
HAMES DEBORAH 1955,HAMES DEBORAH 1955-05-31,HAMES,DEBORAH,1955-05-31,1955,1956-01-11,1956,1955-05-31,1955
HAMIL MARY 2008,HAMIL MARY 2008-01-31,HAMIL,MARY,NULL,NULL,2008-01-31,2008,2008-01-31,2008
HAMILTON ANDREA 1989,HAMILTON ANDREA 1989-03-05,HAMILTON,ANDREA,1989-03-05,1989,1989-11-04,1989,1989-03-05,1989
HAMILTON BETTY 1931,HAMILTON BETTY 1931-05-24,HAMILTON,BETTY,1931-05-24,1931,1932-02-23,1932,1931-05-24,1931
HAMILTON BEVERLY 1926,HAMILTON BEVERLY 1926-01-25,HAMILTON,BEVERLY,1926-01-25,1926,1926-10-26,1926,1926-01-25,1926
HAMILTON HARRY 1954,HAMILTON HARRY 1954-03-25,HAMILTON,HARRY,1954-03-25,1954,1955-01-03,1955,1954-03-25,1954
HAMILTON LAVERNE 1951,HAMILTON LAVERNE 1951-09-13,HAMILTON,LAVERNE,1951-09-13,1951,1951-12-28,1951,1951-09-13,1951
HAMILTON SHALEENA 1986,HAMILTON SHALEENA 1986-06-18,HAMILTON,SHALEENA,1986-06-18,1986,1986-12-09,1986,1986-06-18,1986
HAMILTON JEROME 1959,HAMILTON JEROME 1959-03-17,HAMILTON,JEROME,1959-03-17,1959,1959-07-13,1959,1959-03-17,1959
HAMILTON JOSELYN 1998,HAMILTON JOSELYN 1998-01-22,HAMILTON,JOSELYN,1998-01-22,1998,1998-07-15,1998,1998-01-22,1998
HAMILTON LISA 1966,HAMILTON LISA 1966-04-06,HAMILTON,LISA,1966-04-06,1966,1967-04-10,1967,1966-04-06,1966
HAMILTON SHARI 1994,HAMILTON SHARI 1994-09-13,HAMILTON,SHARI,1994-09-13,1994,1995-01-12,1995,1994-09-13,1994
HAMILTON SHAWN 1975,HAMILTON SHAWN 1975-02-01,HAMILTON,SHAWN,1975-02-01,1975,1975-12-15,1975,1975-02-01,1975
HAMILTON TEDDY 1962,HAMILTON TEDDY 1962-12-28,HAMILTON,TEDDY,1962-12-28,1962,1963-06-11,1963,1962-12-28,1962
HAMILTON ALFONSO 1942,HAMILTON ALFONSO 1942-12-13,HAMILTON,ALFONSO,1942-12-13,1942,1943-06-27,1943,1942-12-13,1942
HAMILTON ANNIE 1929,HAMILTON ANNIE 1929-03-04,HAMILTON,ANNIE,1929-03-04,1929,1930-02-16,1930,1929-03-04,1929
HAMILTON IMANI 2002,HAMILTON IMANI 2002-04-25,HAMILTON,IMANI,2002-04-25,2002,2002-08-10,2002,2002-04-25,2002
HAMILTON LILLIAN 1971,HAMILTON LILLIAN 1971-08-12,HAMILTON,LILLIAN,1971-08-12,1971,1972-08-06,1972,1971-08-12,1971
HAMILTON MAURICE 1983,HAMILTON MAURICE 1983-05-31,HAMILTON,MAURICE,1983-05-31,1983,1983-10-05,1983,1983-05-31,1983
HAMILTON SHAWN 1975,HAMILTON SHAWN 1975-02-01,HAMILTON,SHAWN,1975-02-01,1975,1975-04-10,1975,1975-02-01,1975
HAMILTON WILLIAM 1953,HAMILTON WILLIAM 1953-10-12,HAMILTON,WILLIAM,1953-10-12,1953,1954-06-08,1954,1953-10-12,1953
HAMILTON ARIEL 2005,HAMILTON ARIEL 2005-12-18,HAMILTON,ARIEL,2005-12-18,2005,2006-01-14,2006,2005-12-18,2005
HAMILTON JESSIE 1985,HAMILTON JESSIE 1985-02-21,HAMILTON,JESSIE,1985-02-21,1985,1986-01-29,1986,1985-02-21,1985
HAMILTON MARCUS 1978,HAMILTON MARCUS 1978-08-09,HAMILTON,MARCUS,1978-08-09,1978,1978-10-10,1978,1978-08-09,1978
HAMILTON SCOTT 1964,HAMILTON SCOTT 1964-03-25,HAMILTON,SCOTT,1964-03-25,1964,1965-02-16,1965,1964-03-25,1964
HAMILTON SHAWN 1975,HAMILTON SHAWN 1975-02-01,HAMILTON,SHAWN,1975-02-01,1975,1975-02-12,1975,1975-02-01,1975
HAMILTON SHAWN 1975,HAMILTON SHAWN 1975-02-01,HAMILTON,SHAWN,1975-02-01,1975,1975-06-01,1975,1975-02-01,1975
